black_player_id,white_player_id,winner_id,match_date
266,745,266,2024-04-01
540,713,540,2024-04-01
946,26,26,2024-04-01
262,444,444,2024-04-01
136,954,136,2024-04-01
15,392,15,2024-04-01
672,633,672,2024-04-01
381,154,154,2024-04-01
524,453,524,2024-04-01
501,755,755,2024-04-01
146,961,146,2024-04-01
768,345,768,2024-04-01
413,601,413,2024-04-01
799,407,407,2024-04-01
817,874,817,2024-04-01
510,452,510,2024-04-01
205,194,205,2024-04-01
735,912,735,2024-04-01
654,497,654,2024-04-01
497,996,996,2024-04-01
349,311,349,2024-04-01
586,350,586,2024-04-01
741,936,741,2024-04-01
766,403,403,2024-04-01
15,201,201,2024-04-01
976,553,553,2024-04-01
676,794,676,2024-04-01
37,942,37,2024-04-01
94,879,94,2024-04-01
961,673,673,2024-04-01
752,917,917,2024-04-01
358,736,358,2024-04-01
237,578,237,2024-04-01
704,715,715,2024-04-01
456,805,805,2024-04-01
748,388,748,2024-04-01
144,560,144,2024-04-01
404,892,892,2024-04-01
770,314,314,2024-04-01
584,645,645,2024-04-01
385,857,385,2024-04-01
645,943,943,2024-04-01
82,733,733,2024-04-01
343,32,343,2024-04-01
927,605,927,2024-04-01
896,456,896,2024-04-01
516,560,560,2024-04-01
545,418,545,2024-04-01
853,15,853,2024-04-01
563,231,231,2024-04-01
712,499,499,2024-04-01
762,363,363,2024-04-01
511,272,272,2024-04-01
458,480,458,2024-04-01
348,341,348,2024-04-01
55,249,249,2024-04-01
767,278,278,2024-04-01
312,841,841,2024-04-01
453,680,453,2024-04-01
166,3,3,2024-04-01
78,703,78,2024-04-01
207,218,207,2024-04-01
237,924,924,2024-04-01
463,31,463,2024-04-01
383,780,780,2024-04-01
187,327,187,2024-04-01
799,640,640,2024-04-01
838,296,296,2024-04-01
314,493,314,2024-04-01
706,594,594,2024-04-01
349,315,349,2024-04-01
279,210,279,2024-04-01
53,614,614,2024-04-01
44,98,98,2024-04-01
876,887,876,2024-04-01
680,199,199,2024-04-01
289,840,289,2024-04-01
204,107,204,2024-04-01
421,353,421,2024-04-01
636,500,636,2024-04-01
362,232,232,2024-04-01
797,656,656,2024-04-01
549,350,350,2024-04-01
40,60,60,2024-04-01
805,638,805,2024-04-01
110,981,981,2024-04-01
93,202,202,2024-04-01
580,352,580,2024-04-01
413,125,413,2024-04-01
660,475,660,2024-04-01
68,115,115,2024-04-01
282,421,421,2024-04-01
442,132,132,2024-04-01
111,783,783,2024-04-01
583,2,583,2024-04-01
206,611,611,2024-04-01
749,177,749,2024-04-01
853,964,853,2024-04-01
264,126,126,2024-04-01
37,556,37,2024-04-01
540,791,791,2024-04-01
239,630,239,2024-04-01
477,799,799,2024-04-01
760,308,308,2024-04-01
230,620,620,2024-04-01
726,964,726,2024-04-01
236,330,330,2024-04-01
456,549,549,2024-04-01
292,28,292,2024-04-01
284,692,284,2024-04-01
986,815,986,2024-04-01
636,157,157,2024-04-01
566,762,762,2024-04-01
284,579,284,2024-04-01
412,125,412,2024-04-01
133,472,133,2024-04-01
188,530,188,2024-04-01
772,861,772,2024-04-01
289,336,336,2024-04-01
942,53,53,2024-04-01
526,726,526,2024-04-01
351,83,83,2024-04-01
322,201,322,2024-04-01
344,552,344,2024-04-01
481,182,481,2024-04-01
198,65,65,2024-04-01
818,960,960,2024-04-01
88,938,938,2024-04-01
177,776,177,2024-04-01
527,805,527,2024-04-01
557,614,614,2024-04-01
469,342,342,2024-04-01
364,586,586,2024-04-01
661,913,913,2024-04-01
249,5,249,2024-04-01
273,252,252,2024-04-01
160,198,198,2024-04-01
596,149,149,2024-04-01
859,540,540,2024-04-01
940,95,95,2024-04-01
341,621,341,2024-04-01
265,40,265,2024-04-01
174,935,174,2024-04-01
245,5,5,2024-04-01
410,379,379,2024-04-01
717,204,717,2024-04-01
361,514,361,2024-04-01
108,677,108,2024-04-01
297,581,581,2024-04-01
256,788,788,2024-04-01
498,865,498,2024-04-01
731,40,40,2024-04-01
973,17,973,2024-04-01
263,463,463,2024-04-01
216,334,334,2024-04-01
54,618,618,2024-04-01
413,831,413,2024-04-01
891,539,539,2024-04-01
75,239,75,2024-04-01
936,552,552,2024-04-01
917,237,917,2024-04-01
140,830,830,2024-04-01
817,910,910,2024-04-01
474,361,361,2024-04-01
656,604,604,2024-04-01
731,894,894,2024-04-01
374,834,374,2024-04-01
221,792,792,2024-04-01
452,409,452,2024-04-01
326,428,428,2024-04-01
950,926,950,2024-04-01
825,596,596,2024-04-01
810,705,810,2024-04-01
368,555,368,2024-04-01
42,261,261,2024-04-01
62,44,62,2024-04-01
164,567,164,2024-04-01
83,225,225,2024-04-01
384,165,165,2024-04-01
862,19,19,2024-04-01
208,96,96,2024-04-01
781,130,130,2024-04-01
50,16,50,2024-04-01
537,861,861,2024-04-01
913,723,723,2024-04-01
396,201,396,2024-04-01
689,710,710,2024-04-01
762,515,762,2024-04-01
115,5,115,2024-04-01
919,78,78,2024-04-01
555,905,555,2024-04-01
402,417,417,2024-04-01
825,144,825,2024-04-01
409,713,409,2024-04-01
383,577,577,2024-04-01
290,114,290,2024-04-01
337,611,337,2024-04-01
692,493,493,2024-04-01
935,5,5,2024-04-01
220,347,347,2024-04-01
700,769,700,2024-04-01
112,82,82,2024-04-01
593,907,593,2024-04-01
152,745,745,2024-04-01
699,20,699,2024-04-01
875,41,41,2024-04-01
912,678,912,2024-04-01
18,778,778,2024-04-01
781,66,66,2024-04-01
96,171,171,2024-04-01
759,390,759,2024-04-01
16,578,16,2024-04-01
493,397,493,2024-04-01
912,689,689,2024-04-01
807,488,488,2024-04-01
856,961,961,2024-04-01
542,603,542,2024-04-01
543,413,543,2024-04-01
812,188,812,2024-04-01
412,698,698,2024-04-01
61,860,860,2024-04-01
180,414,414,2024-04-01
268,620,268,2024-04-01
108,388,388,2024-04-01
153,312,312,2024-04-01
753,393,393,2024-04-01
988,6,988,2024-04-01
86,636,636,2024-04-01
305,730,305,2024-04-01
119,232,232,2024-04-01
243,58,58,2024-04-01
173,239,173,2024-04-01
971,255,971,2024-04-01
929,582,582,2024-04-01
302,737,737,2024-04-01
233,618,233,2024-04-01
163,819,163,2024-04-01
305,454,305,2024-04-01
225,172,172,2024-04-01
427,888,888,2024-04-01
86,444,444,2024-04-01
126,665,665,2024-04-01
459,616,459,2024-04-01
353,591,591,2024-04-01
254,14,14,2024-04-01
297,571,297,2024-04-01
217,8,217,2024-04-01
22,233,22,2024-04-01
574,130,130,2024-04-01
781,247,247,2024-04-01
370,186,186,2024-04-01
769,913,769,2024-04-01
954,792,954,2024-04-01
306,515,515,2024-04-01
42,178,42,2024-04-01
724,342,724,2024-04-01
413,656,656,2024-04-01
794,323,323,2024-04-01
996,822,996,2024-04-01
225,247,247,2024-04-01
481,27,27,2024-04-01
67,297,297,2024-04-01
796,143,796,2024-04-01
822,949,949,2024-04-01
905,787,905,2024-04-01
889,177,889,2024-04-01
356,157,157,2024-04-01
576,203,576,2024-04-01
652,195,652,2024-04-01
253,585,585,2024-04-01
979,854,979,2024-04-01
641,615,641,2024-04-01
79,990,79,2024-04-01
694,76,694,2024-04-01
933,139,933,2024-04-01
894,62,894,2024-04-01
192,749,749,2024-04-01
126,913,126,2024-04-01
636,983,983,2024-04-01
277,365,365,2024-04-01
200,573,200,2024-04-01
400,72,400,2024-04-01
997,248,248,2024-04-01
894,206,206,2024-04-01
37,554,37,2024-04-01
34,579,579,2024-04-01
213,852,852,2024-04-01
485,455,485,2024-04-01
837,405,837,2024-04-01
361,46,46,2024-04-01
78,288,288,2024-04-01
132,787,787,2024-04-01
919,14,14,2024-04-01
933,90,90,2024-04-01
170,475,475,2024-04-01
212,805,212,2024-04-01
441,204,204,2024-04-01
449,844,449,2024-04-01
617,505,617,2024-04-01
597,236,597,2024-04-01
411,133,133,2024-04-01
599,359,599,2024-04-01
377,653,653,2024-04-01
453,486,453,2024-04-01
787,758,758,2024-04-01
292,902,902,2024-04-01
938,732,732,2024-04-01
844,979,979,2024-04-01
24,242,242,2024-04-01
542,532,532,2024-04-01
130,976,130,2024-04-01
564,384,384,2024-04-01
573,965,573,2024-04-01
2,912,2,2024-04-01
732,512,732,2024-04-01
783,526,783,2024-04-01
451,724,451,2024-04-01
183,888,183,2024-04-01
822,795,795,2024-04-01
768,991,991,2024-04-01
489,791,791,2024-04-01
875,148,148,2024-04-01
638,903,903,2024-04-01
511,945,945,2024-04-01
538,2,538,2024-04-01
50,409,50,2024-04-01
243,275,243,2024-04-01
45,374,45,2024-04-01
496,174,496,2024-04-01
338,566,338,2024-04-01
969,369,369,2024-04-01
139,610,139,2024-04-01
208,917,917,2024-04-01
965,295,295,2024-04-01
762,538,762,2024-04-01
670,89,670,2024-04-01
658,896,658,2024-04-01
788,324,788,2024-04-01
684,512,684,2024-04-01
852,994,994,2024-04-01
173,17,17,2024-04-01
936,970,970,2024-04-01
339,127,127,2024-04-01
19,751,751,2024-04-01
302,343,302,2024-04-01
78,482,78,2024-04-01
124,1,1,2024-04-01
332,846,846,2024-04-01
478,250,250,2024-04-01
92,594,92,2024-04-01
27,245,245,2024-04-01
565,363,565,2024-04-01
671,294,294,2024-04-01
431,388,388,2024-04-01
287,991,991,2024-04-01
686,413,413,2024-04-01
589,563,563,2024-04-01
624,804,804,2024-04-01
559,351,559,2024-04-01
424,86,86,2024-04-01
1,945,945,2024-04-01
618,9,9,2024-04-01
677,571,571,2024-04-01
539,691,539,2024-04-01
254,324,254,2024-04-01
207,737,207,2024-04-01
217,723,217,2024-04-01
781,986,781,2024-04-01
769,540,769,2024-04-01
435,33,435,2024-04-01
509,78,509,2024-04-01
747,602,747,2024-04-01
152,636,152,2024-04-01
517,338,338,2024-04-01
919,542,919,2024-04-01
361,888,361,2024-04-01
73,49,49,2024-04-01
832,81,81,2024-04-01
494,20,20,2024-04-01
52,534,52,2024-04-01
794,744,794,2024-04-01
978,477,477,2024-04-01
312,866,312,2024-04-01
748,327,327,2024-04-01
897,651,897,2024-04-01
614,881,614,2024-04-01
569,149,149,2024-04-01
697,1000,1000,2024-04-01
341,590,590,2024-04-01
354,919,919,2024-04-01
819,152,152,2024-04-01
506,186,186,2024-04-01
635,75,75,2024-04-01
237,841,237,2024-04-01
689,183,689,2024-04-01
305,798,305,2024-04-01
64,713,713,2024-04-01
550,702,702,2024-04-01
171,255,255,2024-04-01
906,600,906,2024-04-01
247,272,247,2024-04-01
912,882,912,2024-04-01
927,268,927,2024-04-01
755,618,618,2024-04-01
379,776,776,2024-04-01
343,705,343,2024-04-01
698,861,861,2024-04-01
800,780,800,2024-04-01
509,682,682,2024-04-01
788,274,788,2024-04-01
566,746,566,2024-04-01
528,439,528,2024-04-01
512,401,512,2024-04-01
210,997,997,2024-04-01
979,91,979,2024-04-01
841,807,807,2024-04-01
544,95,95,2024-04-01
149,649,149,2024-04-01
174,569,174,2024-04-01
388,308,388,2024-04-01
934,162,162,2024-04-01
634,812,812,2024-04-01
454,570,570,2024-04-01
988,52,988,2024-04-01
336,707,707,2024-04-01
620,61,61,2024-04-01
604,7,604,2024-04-01
458,194,458,2024-04-01
932,320,932,2024-04-01
918,983,918,2024-04-01
975,839,839,2024-04-01
247,101,247,2024-04-01
474,529,529,2024-04-01
863,264,863,2024-04-01
123,528,528,2024-04-01
283,279,283,2024-04-01
129,949,949,2024-04-01
837,154,154,2024-04-01
44,454,44,2024-04-01
105,290,290,2024-04-01
880,905,880,2024-04-01
800,71,800,2024-04-01
430,504,504,2024-04-01
676,122,122,2024-04-01
994,912,912,2024-04-01
58,510,58,2024-04-01
651,668,651,2024-04-01
227,822,822,2024-04-01
312,623,312,2024-04-01
590,905,905,2024-04-01
697,307,307,2024-04-01
147,970,970,2024-04-01
261,541,261,2024-04-01
620,477,620,2024-04-01
464,240,240,2024-04-01
982,669,982,2024-04-01
197,836,836,2024-04-01
869,136,136,2024-04-01
830,515,830,2024-04-01
491,664,491,2024-04-01
146,658,658,2024-04-01
640,930,640,2024-04-01
813,413,813,2024-04-01
697,256,697,2024-04-01
111,278,278,2024-04-01
148,338,148,2024-04-01
358,18,358,2024-04-01
457,317,317,2024-04-01
261,243,261,2024-04-01
601,849,849,2024-04-01
935,909,909,2024-04-01
862,169,862,2024-04-01
903,385,903,2024-04-01
925,903,925,2024-04-01
937,879,879,2024-04-01
175,282,175,2024-04-01
8,267,267,2024-04-01
886,262,262,2024-04-01
725,282,282,2024-04-01
948,954,954,2024-04-01
346,330,330,2024-04-01
842,940,940,2024-04-01
384,339,339,2024-04-01
882,565,882,2024-04-01
132,463,463,2024-04-01
624,925,925,2024-04-01
742,469,742,2024-04-01
930,443,930,2024-04-01
533,230,230,2024-04-01
506,986,986,2024-04-01
433,952,952,2024-04-01
632,390,632,2024-04-01
571,534,534,2024-04-01
425,184,184,2024-04-01
952,70,70,2024-04-01
316,589,589,2024-04-01
136,305,136,2024-04-01
832,258,258,2024-04-01
796,391,391,2024-04-01
430,722,722,2024-04-01
615,659,615,2024-04-01
827,7,7,2024-04-01
477,237,237,2024-04-01
59,629,59,2024-04-01
472,500,472,2024-04-01
182,395,182,2024-04-01
153,540,540,2024-04-01
289,146,146,2024-04-01
503,87,503,2024-04-01
482,170,170,2024-04-01
608,987,608,2024-04-01
245,830,830,2024-04-01
589,419,419,2024-04-01
166,900,900,2024-04-01
21,162,21,2024-04-01
59,940,59,2024-04-01
905,62,62,2024-04-01
886,276,886,2024-04-01
233,435,233,2024-04-01
458,918,918,2024-04-01
353,903,903,2024-04-01
591,331,591,2024-04-01
206,182,206,2024-04-01
949,42,949,2024-04-01
559,146,146,2024-04-01
167,672,672,2024-04-01
563,432,432,2024-04-01
877,55,55,2024-04-01
910,956,956,2024-04-01
342,36,342,2024-04-01
826,615,615,2024-04-01
234,182,182,2024-04-01
816,320,320,2024-04-01
552,497,497,2024-04-01
952,214,214,2024-04-01
301,359,359,2024-04-01
834,296,296,2024-04-01
992,445,445,2024-04-01
851,937,937,2024-04-01
925,140,140,2024-04-01
187,154,187,2024-04-01
794,412,794,2024-04-01
57,369,57,2024-04-01
834,387,834,2024-04-01
86,315,315,2024-04-01
659,168,659,2024-04-01
28,50,28,2024-04-01
997,698,698,2024-04-01
394,870,870,2024-04-01
776,7,7,2024-04-01
613,898,898,2024-04-01
632,11,11,2024-04-01
728,115,728,2024-04-01
320,113,113,2024-04-01
148,133,148,2024-04-01
521,446,446,2024-04-01
371,568,371,2024-04-01
607,339,339,2024-04-01
743,121,743,2024-04-01
972,58,972,2024-04-01
201,118,201,2024-04-01
399,341,341,2024-04-01
562,688,688,2024-04-01
654,419,654,2024-04-01
978,884,884,2024-04-01
970,443,443,2024-04-01
17,900,17,2024-04-01
103,357,357,2024-04-01
839,390,839,2024-04-01
389,826,826,2024-04-01
87,205,205,2024-04-01
230,246,246,2024-04-01
47,392,47,2024-04-01
685,836,685,2024-04-01
416,545,416,2024-04-01
475,361,475,2024-04-01
742,204,742,2024-04-01
501,902,501,2024-04-01
103,757,103,2024-04-01
371,772,772,2024-04-01
473,349,473,2024-04-01
581,954,581,2024-04-01
629,911,911,2024-04-01
553,391,391,2024-04-01
340,474,474,2024-04-01
384,139,384,2024-04-01
120,314,120,2024-04-01
867,939,939,2024-04-01
988,964,964,2024-04-01
64,201,201,2024-04-01
546,465,465,2024-04-01
122,127,127,2024-04-01
478,64,64,2024-04-01
358,783,783,2024-04-01
775,132,775,2024-04-01
931,93,931,2024-04-01
132,418,418,2024-04-01
663,816,663,2024-04-01
886,306,886,2024-04-01
796,45,45,2024-04-01
239,801,239,2024-04-01
238,671,671,2024-04-01
516,649,649,2024-04-01
347,564,347,2024-04-01
282,135,282,2024-04-01
854,909,909,2024-04-01
159,84,159,2024-04-01
101,634,101,2024-04-01
266,882,266,2024-04-01
705,62,705,2024-04-01
233,363,233,2024-04-01
947,317,947,2024-04-01
831,728,831,2024-04-01
53,327,53,2024-04-01
426,871,426,2024-04-01
911,718,911,2024-04-01
497,696,696,2024-04-01
203,114,203,2024-04-01
733,216,216,2024-04-01
721,999,999,2024-04-01
931,349,349,2024-04-01
130,750,130,2024-04-01
14,497,497,2024-04-01
283,843,283,2024-04-01
84,173,173,2024-04-01
148,644,644,2024-04-01
716,31,716,2024-04-01
980,232,980,2024-04-01
614,126,614,2024-04-01
979,342,979,2024-04-01
264,512,512,2024-04-01
597,98,98,2024-04-01
473,519,519,2024-04-01
46,697,46,2024-04-01
399,126,399,2024-04-01
409,52,52,2024-04-01
899,591,899,2024-04-01
23,172,172,2024-04-01
494,545,545,2024-04-01
535,206,206,2024-04-01
291,297,291,2024-04-01
368,693,693,2024-04-01
900,304,900,2024-04-01
184,716,716,2024-04-01
208,251,251,2024-04-01
407,290,407,2024-04-01
590,669,669,2024-04-01
194,129,194,2024-04-01
806,557,557,2024-04-01
62,641,62,2024-04-01
594,113,594,2024-04-01
869,649,869,2024-04-01
771,307,771,2024-04-01
674,162,162,2024-04-01
943,418,418,2024-04-01
921,78,78,2024-04-01
665,870,665,2024-04-01
810,924,810,2024-04-01
781,316,316,2024-04-01
132,968,968,2024-04-01
30,392,30,2024-04-01
805,135,135,2024-04-01
110,973,973,2024-04-01
480,923,923,2024-04-01
275,237,275,2024-04-01
233,471,471,2024-04-01
49,495,495,2024-04-01
280,618,280,2024-04-01
747,636,636,2024-04-01
813,913,913,2024-04-01
545,843,843,2024-04-01
48,195,48,2024-04-01
334,940,940,2024-04-01
734,345,345,2024-04-01
61,341,341,2024-04-01
673,629,629,2024-04-01
909,87,87,2024-04-01
862,645,862,2024-04-01
164,119,119,2024-04-01
362,18,18,2024-04-01
357,382,382,2024-04-01
595,620,595,2024-04-01
624,511,624,2024-04-01
466,290,290,2024-04-01
566,95,566,2024-04-01
156,358,358,2024-04-01
36,461,461,2024-04-01
849,79,849,2024-04-01
733,997,997,2024-04-01
852,416,852,2024-04-01
174,37,37,2024-04-01
965,932,965,2024-04-01
815,819,819,2024-04-01
247,601,601,2024-04-01
732,432,732,2024-04-01
726,584,726,2024-04-01
816,357,816,2024-04-01
568,782,782,2024-04-01
642,119,642,2024-04-01
319,560,319,2024-04-01
0,266,266,2024-04-01
706,113,113,2024-04-01
786,472,786,2024-04-01
206,276,276,2024-04-01
929,113,113,2024-04-01
638,327,327,2024-04-01
892,428,428,2024-04-01
130,321,321,2024-04-01
413,446,413,2024-04-01
855,695,855,2024-04-01
855,871,855,2024-04-01
498,257,257,2024-04-01
531,740,740,2024-04-01
904,6,6,2024-04-01
103,550,103,2024-04-01
337,371,371,2024-04-01
622,655,622,2024-04-01
178,965,965,2024-04-01
953,292,292,2024-04-01
642,823,823,2024-04-01
478,707,478,2024-04-01
996,514,514,2024-04-01
618,691,691,2024-04-01
940,711,940,2024-04-01
792,866,866,2024-04-01
785,891,785,2024-04-01
948,161,161,2024-04-01
491,175,491,2024-04-01
265,919,265,2024-04-01
283,139,139,2024-04-01
643,484,643,2024-04-01
281,242,281,2024-04-01
671,185,185,2024-04-01
390,293,293,2024-04-01
433,134,134,2024-04-01
301,174,174,2024-04-01
327,932,932,2024-04-01
44,615,615,2024-04-01
586,247,586,2024-04-01
923,140,140,2024-04-01
417,590,417,2024-04-01
124,415,124,2024-04-01
838,745,745,2024-04-01
964,803,803,2024-04-01
98,942,942,2024-04-01
38,660,660,2024-04-01
414,191,191,2024-04-01
174,339,174,2024-04-01
286,264,286,2024-04-01
455,156,156,2024-04-01
960,705,705,2024-04-01
958,681,958,2024-04-01
833,754,754,2024-04-01
448,5,5,2024-04-01
665,76,665,2024-04-01
579,930,579,2024-04-01
47,519,519,2024-04-01
83,620,620,2024-04-01
546,262,262,2024-04-01
516,685,516,2024-04-01
245,819,819,2024-04-01
540,61,540,2024-04-01
111,181,111,2024-04-01
981,746,981,2024-04-01
244,130,244,2024-04-01
199,776,776,2024-04-01
582,944,582,2024-04-01
87,301,87,2024-04-01
169,529,529,2024-04-01
565,535,565,2024-04-01
938,86,86,2024-04-01
137,100,100,2024-04-01
217,198,217,2024-04-01
600,433,433,2024-04-01
980,399,399,2024-04-01
150,751,751,2024-04-01
732,972,972,2024-04-01
116,148,116,2024-04-01
653,721,653,2024-04-01
34,642,34,2024-04-01
166,975,166,2024-04-01
120,403,120,2024-04-01
829,819,819,2024-04-01
282,857,857,2024-04-01
768,486,486,2024-04-01
520,661,520,2024-04-01
697,569,569,2024-04-01
251,457,251,2024-04-01
772,218,218,2024-04-01
433,265,433,2024-04-01
885,829,829,2024-04-01
419,96,96,2024-04-01
61,912,912,2024-04-01
962,801,962,2024-04-01
62,881,881,2024-04-01
233,587,233,2024-04-01
119,739,119,2024-04-01
600,651,651,2024-04-01
121,805,121,2024-04-01
527,212,527,2024-04-01
868,418,418,2024-04-01
710,953,953,2024-04-01
441,109,441,2024-04-01
714,272,272,2024-04-01
251,130,251,2024-04-01
12,511,12,2024-04-01
183,958,183,2024-04-01
407,322,322,2024-04-01
958,161,958,2024-04-01
559,651,559,2024-04-01
786,883,883,2024-04-01
227,36,227,2024-04-01
398,78,398,2024-04-01
379,153,379,2024-04-01
248,194,248,2024-04-01
801,447,801,2024-04-01
280,633,280,2024-04-01
146,833,833,2024-04-01
257,761,257,2024-04-01
594,308,594,2024-04-01
782,958,958,2024-04-01
511,563,511,2024-04-01
317,976,317,2024-04-01
94,313,94,2024-04-01
16,521,16,2024-04-01
305,965,305,2024-04-01
969,979,969,2024-04-01
893,977,893,2024-04-01
579,694,579,2024-04-01
320,71,71,2024-04-01
85,181,85,2024-04-01
266,551,266,2024-04-01
113,247,113,2024-04-01
728,860,860,2024-04-01
707,811,811,2024-04-01
492,509,492,2024-04-01
608,441,441,2024-04-01
599,584,584,2024-04-01
424,245,245,2024-04-01
570,569,570,2024-04-01
434,303,434,2024-04-01
210,469,469,2024-04-01
479,751,751,2024-04-01
472,759,759,2024-04-01
959,731,731,2024-04-01
481,841,841,2024-04-01
118,577,118,2024-04-01
313,876,313,2024-04-01
819,186,819,2024-04-01
344,288,288,2024-04-01
449,573,573,2024-04-01
864,216,216,2024-04-01
834,397,397,2024-04-01
865,190,190,2024-04-01
777,90,777,2024-04-01
649,849,849,2024-04-01
885,858,858,2024-04-01
587,290,587,2024-04-01
175,369,369,2024-04-01
623,268,268,2024-04-01
400,232,400,2024-04-01
119,31,119,2024-04-01
12,299,12,2024-04-01
830,453,830,2024-04-01
956,832,956,2024-04-01
712,462,462,2024-04-01
932,478,478,2024-04-01
632,373,373,2024-04-01
27,518,27,2024-04-01
570,384,384,2024-04-01
278,234,278,2024-04-01
899,546,546,2024-04-01
738,947,738,2024-04-01
649,383,649,2024-04-01
144,757,144,2024-04-01
508,391,508,2024-04-01
800,239,800,2024-04-01
77,857,77,2024-04-01
68,952,952,2024-04-01
82,831,831,2024-04-01
797,740,797,2024-04-01
84,647,647,2024-04-01
421,159,421,2024-04-01
121,618,618,2024-04-01
933,191,933,2024-04-01
341,301,301,2024-04-01
881,813,881,2024-04-01
800,215,800,2024-04-01
154,159,154,2024-04-01
900,668,900,2024-04-01
573,184,184,2024-04-01
243,312,312,2024-04-01
579,444,579,2024-04-01
409,624,624,2024-04-01
422,651,422,2024-04-01
349,611,611,2024-04-01
167,319,167,2024-04-01
791,982,982,2024-04-01
432,567,567,2024-04-01
266,828,266,2024-04-01
